Diabetes_0_Precision,Diabetes_1_Precision,Diabetes_2_Precision,Diabetes_0_Recall,Diabetes_1_Recall,Diabetes_2_Recall,Diabetes_0_F1,Diabetes_1_F1,Diabetes_2_F1,Diabetes_Accuracy,Diabetes_AUC
0.9350499532283958,0.03279501255542369,0.28629190803497506,0.6896945757808186,0.03775493774726614,0.7348744097616654,0.793840618976487,0.035068436699956976,0.4120456732389971,0.6840901923683381,0.7366922565990193
