Diabetes_0_Precision,Diabetes_1_Precision,Diabetes_2_Precision,Diabetes_0_Recall,Diabetes_1_Recall,Diabetes_2_Recall,Diabetes_0_F1,Diabetes_1_F1,Diabetes_2_F1,Diabetes_Accuracy,Diabetes_AUC
0.8748873723880444,0.02817702666787832,0.29696464707849884,0.8636003828896252,0.033363547212524367,0.3128571880889609,0.8692050637228725,0.03053912157992838,0.3046772694136081,0.7717005676442763,0.567034134378498
