Diabetes_0_Precision,Diabetes_1_Precision,Diabetes_2_Precision,Diabetes_0_Recall,Diabetes_1_Recall,Diabetes_2_Recall,Diabetes_0_F1,Diabetes_1_F1,Diabetes_2_F1,Diabetes_Accuracy,Diabetes_AUC
0.8704948705907605,0.03571463882834761,0.39569294361991536,0.9327463406475062,0.015485905384700918,0.25304187985570686,0.9005390802995441,0.021437624123556202,0.30847730964053477,0.8213024282560706,0.6866016398705429
